date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:04:36	3529/3529	---M--	200	added ('OK')	image/png	etag:%22dc9-554ab07dff611%22	https://www.sisters-magazine.com/wp-content/themes/sisters.git/images/social/pinterest_icon.png	C:/My%20Web%20Sites/sisters/www.sisters-magazine.com/wp-content/themes/sisters.git/images/social/pinterest_icon.png	(from https://www.sisters-magazine.com/)
18:04:36	244050/244050	---MCZ	200	added ('OK')	application/rss+xml	etag:%22d5117c69bea7b3bfb025009f91ddc09d-gzip%22	https://www.sisters-magazine.com/feed/	C:/My%20Web%20Sites/sisters/www.sisters-magazine.com/feed/index.html	(from https://www.sisters-magazine.com/)
18:04:55	5189/5189	---M--	200	added ('OK')	image/png	etag:%221445-554ab07dfd6d1%22	https://www.sisters-magazine.com/wp-content/themes/sisters.git/images/header/logo_icon_x2.png	C:/My%20Web%20Sites/sisters/www.sisters-magazine.com/wp-content/themes/sisters.git/images/header/logo_icon_x2.png	(from https://www.sisters-magazine.com/)
18:04:55	81079/81079	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Apr%202020%2016:21:24%20GMT	https://www.sisters-magazine.com/category/ramadhan/	C:/My%20Web%20Sites/sisters/www.sisters-magazine.com/category/ramadhan/index.html	(from https://www.sisters-magazine.com/)
18:04:55	3780/3780	---M--	200	added ('OK')	image/png	etag:%22ec4-554ab07dff611%22	https://www.sisters-magazine.com/wp-content/themes/sisters.git/images/video/play_button.png	C:/My%20Web%20Sites/sisters/www.sisters-magazine.com/wp-content/themes/sisters.git/images/video/play_button.png	(from https://www.sisters-magazine.com/)
18:04:55	4409/4409	---M--	200	added ('OK')	image/png	etag:%221139-554ab07dff611%22	https://www.sisters-magazine.com/wp-content/themes/sisters.git/images/video/youtube_icon_x2.png	C:/My%20Web%20Sites/sisters/www.sisters-magazine.com/wp-content/themes/sisters.git/images/video/youtube_icon_x2.png	(from https://www.sisters-magazine.com/)
18:04:56	83563/83563	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Apr%202020%2016:21:24%20GMT	https://www.sisters-magazine.com/category/inspiration/	C:/My%20Web%20Sites/sisters/www.sisters-magazine.com/category/inspiration/index.html	(from https://www.sisters-magazine.com/)
18:04:56	110673/110673	---M--	200	added ('OK')	image/png	etag:%221b051-554ab07dff611%22	https://www.sisters-magazine.com/wp-content/themes/sisters.git/images/subscribe_bg.png	C:/My%20Web%20Sites/sisters/www.sisters-magazine.com/wp-content/themes/sisters.git/images/subscribe_bg.png	(from https://www.sisters-magazine.com/)
18:04:56	82226/82226	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Apr%202020%2016:21:25%20GMT	https://www.sisters-magazine.com/category/self/	C:/My%20Web%20Sites/sisters/www.sisters-magazine.com/category/self/index.html	(from https://www.sisters-magazine.com/)
18:04:56	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2028%20Apr%202020%2016:21:25%20GMT	https://www.sisters-magazine.com/category/family	C:/My%20Web%20Sites/sisters/www.sisters-magazine.com/category/family	(from https://www.sisters-magazine.com/)
18:04:56	82604/82604	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Apr%202020%2016:21:25%20GMT	https://www.sisters-magazine.com/category/world/	C:/My%20Web%20Sites/sisters/www.sisters-magazine.com/category/world/index.html	(from https://www.sisters-magazine.com/)
18:04:57	82951/82951	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Apr%202020%2016:21:25%20GMT	https://www.sisters-magazine.com/category/family/	C:/My%20Web%20Sites/sisters/www.sisters-magazine.com/category/family/index.html	(from https://www.sisters-magazine.com/)
18:04:57	128097/128097	---M--	200	added ('OK')	image/jpeg	etag:%221f461-56d6a15ad0698%22	https://www.sisters-magazine.com/wp-content/uploads/2018/05/IMG_1127.jpeg	C:/My%20Web%20Sites/sisters/www.sisters-magazine.com/wp-content/uploads/2018/05/IMG_1127.jpg	(from https://www.sisters-magazine.com/)
18:04:57	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2028%20Apr%202020%2016:21:26%20GMT	https://www.sisters-magazine.com/category/world	C:/My%20Web%20Sites/sisters/www.sisters-magazine.com/category/world	(from https://www.sisters-magazine.com/)
18:04:57	166861/166861	---M--	200	added ('OK')	image/png	etag:%2228bcd-554ab07dfd6d1%22	https://www.sisters-magazine.com/wp-content/themes/sisters.git/images/adv/ipraynowresize.png	C:/My%20Web%20Sites/sisters/www.sisters-magazine.com/wp-content/themes/sisters.git/images/adv/ipraynowresize.png	(from https://www.sisters-magazine.com/)
18:04:57	83242/83242	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Apr%202020%2016:21:26%20GMT	https://www.sisters-magazine.com/category/looks/	C:/My%20Web%20Sites/sisters/www.sisters-magazine.com/category/looks/index.html	(from https://www.sisters-magazine.com/)
18:04:57	79994/79994	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Apr%202020%2016:21:26%20GMT	https://www.sisters-magazine.com/category/tastes/	C:/My%20Web%20Sites/sisters/www.sisters-magazine.com/category/tastes/index.html	(from https://www.sisters-magazine.com/)
18:04:58	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2028%20Apr%202020%2016:21:26%20GMT	https://www.sisters-magazine.com/category/tastes	C:/My%20Web%20Sites/sisters/www.sisters-magazine.com/category/tastes	(from https://www.sisters-magazine.com/)
18:04:58	52715/52715	---M--	200	added ('OK')	image/png	etag:%22cdeb-554ab07dfd6d1%22	https://www.sisters-magazine.com/wp-content/themes/sisters.git/images/adv/duacard.png	C:/My%20Web%20Sites/sisters/www.sisters-magazine.com/wp-content/themes/sisters.git/images/adv/duacard.png	(from https://www.sisters-magazine.com/)
18:04:58	80490/80490	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Apr%202020%2016:21:27%20GMT	https://www.sisters-magazine.com/category/home/	C:/My%20Web%20Sites/sisters/www.sisters-magazine.com/category/home/index.html	(from https://www.sisters-magazine.com/)
18:04:58	84102/84102	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Apr%202020%2016:21:27%20GMT	https://www.sisters-magazine.com/category/voices/	C:/My%20Web%20Sites/sisters/www.sisters-magazine.com/category/voices/index.html	(from https://www.sisters-magazine.com/)
18:04:58	74555/74555	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Apr%202020%2016:21:27%20GMT	https://www.sisters-magazine.com/big-dreams-for-little-maysoor/	C:/My%20Web%20Sites/sisters/www.sisters-magazine.com/big-dreams-for-little-maysoor/index.html	(from https://www.sisters-magazine.com/)
18:04:58	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2028%20Apr%202020%2016:21:27%20GMT	https://www.sisters-magazine.com/category/voices	C:/My%20Web%20Sites/sisters/www.sisters-magazine.com/category/voices	(from https://www.sisters-magazine.com/)
18:04:59	75738/75738	---M--	200	added ('OK')	image/jpeg	etag:%22127da-54c484cf47a00%22	https://www.sisters-magazine.com/wp-content/uploads/2017/04/image.jpg	C:/My%20Web%20Sites/sisters/www.sisters-magazine.com/wp-content/uploads/2017/04/image.jpg	(from https://www.sisters-magazine.com/)
18:04:59	76251/76251	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Apr%202020%2016:21:27%20GMT	https://www.sisters-magazine.com/finding-solace-in-marriage/	C:/My%20Web%20Sites/sisters/www.sisters-magazine.com/finding-solace-in-marriage/index.html	(from https://www.sisters-magazine.com/)
